bucket,probability
Still closed by 2027-02,0.5439599085633902
2026-11,0.05837875857218217
2026-10,0.05626868296113944
2026-09,0.0560049235097591
2026-08,0.05363108844733603
2026-07,0.05111072035636832
2026-12,0.05081765429927906
2027-01,0.045571771877381165
2026-06,0.042172205615145654
2027-02,0.04208428579801887
