bucket,probability
Still closed by 2027-02,0.5331449874759714
2026-09,0.058659055163977396
2026-10,0.057231898409739614
2026-08,0.056620259800780566
2026-11,0.05507660045436011
2026-07,0.05280479990679793
2026-12,0.051552397040834155
2026-06,0.04936797343740898
2027-01,0.045203005766878315
2027-02,0.040339022543251585
